book_name,book_writer,book_date,book_price,book_cover,book_page,book_size,book_weight,book_category,book_ISBN,book_publisher,sales_point
추리 천재 엉덩이 탐정 2,트롤,2016-11-25,"9,000",양장본,88,217*153mm,360,어린이,9788937853470,아이세움,"8,670"
